PID,RT,modality,stim
362,891,Audio-only,pin
362,1045,Audio-only,same
362,950,Audio-only,touch
362,945,Audio-only,tub
362,760,Audio-only,doze
362,1166,Audio-only,raid
362,1008,Audio-only,birth
362,932,Audio-only,bake
362,886,Audio-only,hug
362,922,Audio-only,mat
362,1278,Audio-only,womb
362,1082,Audio-only,wet
362,1143,Audio-only,nod
362,1156,Audio-only,yen
362,566,Audio-only,duke
362,1077,Audio-only,pitch
362,907,Audio-only,vile
362,936,Audio-only,well
362,992,Audio-only,notch
362,935,Audio-only,night
362,889,Audio-only,mob
362,649,Audio-only,neck
362,1348,Audio-only,heed
362,1051,Audio-only,shear
362,646,Audio-only,lobe
362,921,Audio-only,name
362,1116,Audio-only,side
362,499,Audio-only,sail
362,1136,Audio-only,wife
362,936,Audio-only,chalk
362,1012,Audio-only,tight
362,956,Audio-only,hutch
362,970,Audio-only,sane
362,761,Audio-only,dash
362,1136,Audio-only,sang
362,614,Audio-only,sap
362,1017,Audio-only,hall
362,552,Audio-only,bath
362,1155,Audio-only,hose
362,1066,Audio-only,bomb
362,1041,Audio-only,such
362,1135,Audio-only,fake
362,982,Audio-only,fate
363,628,Audio-only,chug
363,1522,Audio-only,thus
363,748,Audio-only,rot
363,1127,Audio-only,wade
363,995,Audio-only,foam
363,991,Audio-only,shout
363,831,Audio-only,died
363,1149,Audio-only,fang
363,621,Audio-only,kin
363,847,Audio-only,null
363,1165,Audio-only,fill
363,1422,Audio-only,meal
363,1136,Audio-only,zeal
363,1171,Audio-only,nab
363,983,Audio-only,jab
363,1095,Audio-only,bang
363,1118,Audio-only,shine
363,869,Audio-only,hash
363,960,Audio-only,rouge
363,692,Audio-only,tin
363,1054,Audio-only,fin
363,665,Audio-only,choose
363,800,Audio-only,curve
363,903,Audio-only,watch
363,1509,Audio-only,cough
363,1256,Audio-only,cape
363,1008,Audio-only,fit
363,1003,Audio-only,sees
363,846,Audio-only,hook
363,616,Audio-only,have
363,1027,Audio-only,lodge
363,1404,Audio-only,bib
363,776,Audio-only,rail
363,1190,Audio-only,mouse
363,947,Audio-only,hog
363,695,Audio-only,mess
363,1036,Audio-only,teethe
363,591,Audio-only,dice
363,803,Audio-only,sheep
363,666,Audio-only,them
363,1190,Audio-only,jog
363,920,Audio-only,mead
363,636,Audio-only,muff
363,1249,Audio-only,chum
363,916,Audio-only,dab
363,1032,Audio-only,bad
363,628,Audio-only,week
363,816,Audio-only,soothe
363,929,Audio-only,juice
363,895,Audio-only,beam
363,1072,Audio-only,man
363,1063,Audio-only,call
363,707,Audio-only,wire
363,946,Audio-only,gum
363,777,Audio-only,gear
363,1219,Audio-only,log
363,1373,Audio-only,dear
363,1093,Audio-only,sham
363,986,Audio-only,chef
363,971,Audio-only,hull
363,1141,Audio-only,your
363,934,Audio-only,toad
363,751,Audio-only,some
363,678,Audio-only,root
363,643,Audio-only,hire
363,780,Audio-only,sheet
363,655,Audio-only,dot
363,643,Audio-only,jazz
363,1276,Audio-only,less
363,1009,Audio-only,mouth
363,989,Audio-only,wrong
363,1109,Audio-only,taught
363,723,Audio-only,house
363,883,Audio-only,jock
363,794,Audio-only,rove
363,996,Audio-only,ram
363,879,Audio-only,heat
363,1130,Audio-only,sick
363,699,Audio-only,door
363,871,Audio-only,fizz
363,859,Audio-only,known
363,801,Audio-only,sub
363,1007,Audio-only,whole
363,731,Audio-only,nash
363,817,Audio-only,vase
363,868,Audio-only,pipe
363,1171,Audio-only,foil
363,1021,Audio-only,bead
363,843,Audio-only,woke
363,1027,Audio-only,cave
363,830,Audio-only,sieve
363,553,Audio-only,shot
363,965,Audio-only,tide
363,515,Audio-only,rap
363,1315,Audio-only,pooch
363,793,Audio-only,tube
363,954,Audio-only,rate
363,696,Audio-only,pair
363,1157,Audio-only,puff
363,761,Audio-only,hung
363,965,Audio-only,work
363,802,Audio-only,did
363,908,Audio-only,gone
363,871,Audio-only,time
363,1193,Audio-only,bane
363,1349,Audio-only,red
363,720,Audio-only,mauve
363,1251,Audio-only,serve
363,601,Audio-only,ditch
363,694,Audio-only,life
363,839,Audio-only,fought
363,1043,Audio-only,huff
363,1365,Audio-only,kill
363,654,Audio-only,ten
363,1305,Audio-only,mop
363,1230,Audio-only,back
363,801,Audio-only,shell
363,1168,Audio-only,lore
363,699,Audio-only,curt
363,1130,Audio-only,lug
363,1056,Audio-only,verge
363,1154,Audio-only,tap
363,972,Audio-only,got
363,639,Audio-only,mail
363,812,Audio-only,fame
363,737,Audio-only,booth
363,1240,Audio-only,dip
363,679,Audio-only,shook
363,991,Audio-only,mud
363,874,Audio-only,rogue
363,1212,Audio-only,fed
363,746,Audio-only,gnat
363,884,Audio-only,rude
363,1104,Audio-only,pan
363,966,Audio-only,fief
363,907,Audio-only,gob
363,1237,Audio-only,maim
363,978,Audio-only,cease
363,1318,Audio-only,tail
363,1213,Audio-only,pass
363,1052,Audio-only,rise
363,763,Audio-only,fire
363,968,Audio-only,gab
363,713,Audio-only,big
363,1095,Audio-only,set
363,841,Audio-only,rev
363,1203,Audio-only,men
363,1093,Audio-only,hid
363,957,Audio-only,save
363,980,Audio-only,voice
363,815,Audio-only,catch
363,1058,Audio-only,south
363,1268,Audio-only,jewel
363,972,Audio-only,hush
363,814,Audio-only,hill
363,701,Audio-only,tell
363,894,Audio-only,bit
363,1238,Audio-only,home
363,722,Audio-only,dock
363,881,Audio-only,gem
363,658,Audio-only,hat
363,854,Audio-only,peak
363,1263,Audio-only,verse
363,605,Audio-only,doug
363,888,Audio-only,peace
363,976,Audio-only,yak
363,1039,Audio-only,phase
363,1012,Audio-only,let
363,912,Audio-only,get
363,917,Audio-only,ledge
363,956,Audio-only,lob
363,1115,Audio-only,foul
363,913,Audio-only,fuzz
363,1282,Audio-only,vane
363,1039,Audio-only,goof
363,675,Audio-only,cup
363,538,Audio-only,tote
363,892,Audio-only,math
363,858,Audio-only,death
363,774,Audio-only,safe
363,877,Audio-only,web
363,891,Audio-only,sauce
363,1053,Audio-only,czar
363,930,Audio-only,fight
363,972,Audio-only,ball
363,1027,Audio-only,ties
363,823,Audio-only,dive
363,661,Audio-only,coat
363,1063,Audio-only,rich
363,741,Audio-only,ring
363,900,Audio-only,but
363,541,Audio-only,base
363,875,Audio-only,their
363,744,Audio-only,tar
363,1468,Audio-only,gall
363,1113,Audio-only,poise
363,633,Audio-only,fern
363,817,Audio-only,bog
363,831,Audio-only,ran
363,1494,Audio-only,chair
363,822,Audio-only,might
363,687,Audio-only,pick
363,512,Audio-only,yam
363,902,Audio-only,veal
363,1099,Audio-only,hear
363,690,Audio-only,jail
363,1009,Audio-only,louse
363,757,Audio-only,fetch
363,614,Audio-only,beg
363,579,Audio-only,load
363,593,Audio-only,knit
363,647,Audio-only,peach
363,533,Audio-only,maze
363,844,Audio-only,neat
363,960,Audio-only,thin
363,1017,Audio-only,burp
363,681,Audio-only,use
363,653,Audio-only,cheap
363,659,Audio-only,miss
363,1009,Audio-only,caught
363,951,Audio-only,putt
363,848,Audio-only,tall
363,816,Audio-only,hurt
363,567,Audio-only,pop
363,633,Audio-only,shop
363,531,Audio-only,war
363,540,Audio-only,jar
363,1043,Audio-only,pup
363,1176,Audio-only,head
363,964,Audio-only,pout
363,1357,Audio-only,worth
363,764,Audio-only,vet
363,829,Audio-only,sing
363,802,Audio-only,nape
363,603,Audio-only,lime
363,1202,Audio-only,moth
364,1300,Audio-only,web
364,817,Audio-only,neat
364,1300,Audio-only,lob
364,961,Audio-only,get
364,1085,Audio-only,save
364,1303,Audio-only,phase
364,1561,Audio-only,their
364,965,Audio-only,fame
364,1159,Audio-only,pan
364,1237,Audio-only,hurt
364,1113,Audio-only,foul
364,1340,Audio-only,gob
364,737,Audio-only,pick
364,1286,Audio-only,lime
364,974,Audio-only,hate
364,1414,Audio-only,base
364,1033,Audio-only,bag
364,898,Audio-only,yam
364,1046,Audio-only,veal
364,847,Audio-only,tall
364,1284,Audio-only,ghoul
364,857,Audio-only,ledge
364,1132,Audio-only,dock
364,1228,Audio-only,shop
364,1107,Audio-only,tar
364,1137,Audio-only,doug
364,1342,Audio-only,gab
364,760,Audio-only,booth
364,1271,Audio-only,ties
364,1323,Audio-only,douse
364,943,Audio-only,moth
364,839,Audio-only,gnat
364,1116,Audio-only,peak
364,658,Audio-only,hid
364,885,Audio-only,bud
364,748,Audio-only,cup
364,992,Audio-only,chair
364,1069,Audio-only,fight
364,989,Audio-only,set
364,1111,Audio-only,but
364,1135,Audio-only,tap
364,1068,Audio-only,year
364,1077,Audio-only,got
364,1011,Audio-only,lore
364,824,Audio-only,wrath
364,1233,Audio-only,shook
364,1263,Audio-only,gnome
364,997,Audio-only,yak
364,1197,Audio-only,thatch
364,1753,Audio-only,verge
364,1126,Audio-only,pass
364,1156,Audio-only,ran
364,786,Audio-only,catch
364,921,Audio-only,use
364,1509,Audio-only,math
364,714,Audio-only,tell
364,1032,Audio-only,vane
364,1252,Audio-only,rogue
364,1525,Audio-only,rich
364,753,Audio-only,gown
364,1037,Audio-only,let
364,1131,Audio-only,putt
364,1198,Audio-only,sauce
364,1551,Audio-only,sing
364,1166,Audio-only,fief
364,1045,Audio-only,bide
364,857,Audio-only,maim
364,1110,Audio-only,caught
364,945,Audio-only,goof
364,645,Audio-only,worth
364,1156,Audio-only,nape
364,875,Audio-only,men
364,928,Audio-only,jar
364,1011,Audio-only,bit
364,672,Audio-only,verse
364,968,Audio-only,head
364,1059,Audio-only,fed
364,933,Audio-only,fern
364,689,Audio-only,war
364,886,Audio-only,beg
364,1261,Audio-only,safe
364,1017,Audio-only,leg
364,1055,Audio-only,knit
364,1295,Audio-only,mud
364,965,Audio-only,home
364,636,Audio-only,tote
364,680,Audio-only,jewel
364,1164,Audio-only,pout
364,1219,Audio-only,bog
364,1111,Audio-only,death
364,919,Audio-only,fire
364,863,Audio-only,hat
364,868,Audio-only,thin
364,937,Audio-only,mail
364,1103,Audio-only,cease
364,1188,Audio-only,pup
364,1258,Audio-only,burp
364,1103,Audio-only,ring
364,1178,Audio-only,miss
364,1060,Audio-only,hush
364,1227,Audio-only,hill
364,832,Audio-only,big
364,841,Audio-only,bus
364,564,Audio-only,louse
364,978,Audio-only,lug
364,897,Audio-only,poise
364,1073,Audio-only,peach
364,814,Audio-only,ball
364,1142,Audio-only,shack
364,1274,Audio-only,dip
364,869,Audio-only,rude
364,1201,Audio-only,curt
364,1585,Audio-only,maze
364,1058,Audio-only,czar
364,1100,Audio-only,shin
364,1077,Audio-only,hack
364,869,Audio-only,vet
364,873,Audio-only,might
364,815,Audio-only,dive
364,1002,Audio-only,fetch
364,1175,Audio-only,load
364,1480,Audio-only,voice
364,906,Audio-only,dim
364,1045,Audio-only,dull
364,1144,Audio-only,hip
364,1080,Audio-only,lad
364,987,Audio-only,sown
364,761,Audio-only,yawn
364,669,Audio-only,cite
364,1202,Audio-only,will
364,944,Audio-only,half
364,751,Audio-only,goal
364,1017,Audio-only,cuff
364,1132,Audio-only,pet
364,894,Audio-only,gag
364,1125,Audio-only,shim
364,979,Audio-only,calm
364,1076,Audio-only,shut
364,942,Audio-only,perch
364,1129,Audio-only,wedge
364,1143,Audio-only,van
364,911,Audio-only,shed
364,797,Audio-only,won
364,924,Audio-only,rook
364,830,Audio-only,wipe
364,975,Audio-only,tough
364,1039,Audio-only,rib
364,733,Audio-only,pen
364,830,Audio-only,beat
364,1089,Audio-only,sit
364,993,Audio-only,peeve
364,1090,Audio-only,bear
364,825,Audio-only,curl
364,1033,Audio-only,thug
364,1010,Audio-only,moot
364,738,Audio-only,sob
364,959,Audio-only,folk
364,890,Audio-only,pile
364,658,Audio-only,writhe
364,897,Audio-only,hut
364,884,Audio-only,tag
364,982,Audio-only,shun
364,1016,Audio-only,gig
364,917,Audio-only,leaf
364,910,Audio-only,couch
364,758,Audio-only,wick
364,1128,Audio-only,dire
364,869,Audio-only,noon
364,731,Audio-only,pour
364,935,Audio-only,chin
364,607,Audio-only,cheat
364,1023,Audio-only,moon
364,773,Audio-only,myth
364,1021,Audio-only,peace
364,729,Audio-only,deck
364,627,Audio-only,sheath
364,967,Audio-only,nerve
364,1177,Audio-only,job
364,920,Audio-only,shave
364,737,Audio-only,not
364,794,Audio-only,rash
364,697,Audio-only,shade
364,897,Audio-only,days
364,1102,Audio-only,cot
364,887,Audio-only,teach
364,862,Audio-only,cone
364,651,Audio-only,shown
364,890,Audio-only,yolk
364,896,Audio-only,kid
364,879,Audio-only,doubt
364,1028,Audio-only,mill
364,792,Audio-only,booze
364,913,Audio-only,lop
364,1022,Audio-only,cash
364,971,Audio-only,dog
364,1310,Audio-only,gang
364,1041,Audio-only,gawk
364,1026,Audio-only,peep
364,1008,Audio-only,lone
364,1194,Audio-only,jug
364,908,Audio-only,seem
364,1013,Audio-only,room
364,1177,Audio-only,dodge
364,799,Audio-only,judge
364,1021,Audio-only,cage
364,905,Audio-only,these
364,747,Audio-only,vague
364,837,Audio-only,wage
364,892,Audio-only,roach
364,1328,Audio-only,sage
364,1000,Audio-only,meek
364,1100,Audio-only,toil
364,797,Audio-only,loud
364,612,Audio-only,fudge
364,846,Audio-only,sod
364,1151,Audio-only,vice
364,690,Audio-only,late
364,1108,Audio-only,thine
364,939,Audio-only,perm
364,1030,Audio-only,young
301,1072,Audiovisual,beam
301,695,Audiovisual,hung
301,1090,Audiovisual,rap
301,1085,Audiovisual,newt
301,484,Audiovisual,life
301,1245,Audiovisual,huff
301,1390,Audiovisual,mouth
301,890,Audiovisual,rouge
301,1080,Audiovisual,pipe
301,1170,Audiovisual,sub
301,1143,Audiovisual,tube
301,1241,Audiovisual,bun
301,1202,Audiovisual,mead
301,757,Audiovisual,bane
301,1077,Audiovisual,chef
301,1283,Audiovisual,pair
301,1137,Audiovisual,mop
301,1434,Audiovisual,whole
301,1376,Audiovisual,shell
301,800,Audiovisual,less
301,824,Audiovisual,known
301,1449,Audiovisual,sewed
301,1314,Audiovisual,mauve
301,1321,Audiovisual,wire
301,974,Audiovisual,ram
301,1251,Audiovisual,zeal
301,980,Audiovisual,chug
301,1484,Audiovisual,puff
301,1371,Audiovisual,curve
301,826,Audiovisual,juice
301,966,Audiovisual,dice
301,1159,Audiovisual,man
301,937,Audiovisual,rail
301,911,Audiovisual,gong
301,1056,Audiovisual,jock
301,1211,Audiovisual,hog
301,1203,Audiovisual,fizz
301,888,Audiovisual,soothe
301,1270,Audiovisual,hook
301,1060,Audiovisual,sees
301,1328,Audiovisual,have
301,1020,Audiovisual,died
301,809,Audiovisual,sheet
301,884,Audiovisual,back
301,891,Audiovisual,mope
301,1305,Audiovisual,call
301,1245,Audiovisual,week
301,1136,Audiovisual,door
301,821,Audiovisual,tin
301,1201,Audiovisual,sham
301,1284,Audiovisual,woke
301,778,Audiovisual,fin
301,813,Audiovisual,serve
301,860,Audiovisual,dot
301,772,Audiovisual,choose
301,904,Audiovisual,cough
301,1187,Audiovisual,soil
301,750,Audiovisual,meal
301,813,Audiovisual,teethe
301,1251,Audiovisual,watch
301,877,Audiovisual,loose
301,755,Audiovisual,fill
301,765,Audiovisual,rot
301,783,Audiovisual,red
301,1216,Audiovisual,bad
301,655,Audiovisual,dab
301,1157,Audiovisual,mouse
301,1098,Audiovisual,gum
301,1107,Audiovisual,shine
301,1012,Audiovisual,bead
301,1212,Audiovisual,did
301,873,Audiovisual,wade
301,1039,Audiovisual,pose
301,1262,Audiovisual,fit
301,669,Audiovisual,work
301,913,Audiovisual,mess
301,994,Audiovisual,rove
301,618,Audiovisual,heat
301,1070,Audiovisual,ditch
301,828,Audiovisual,lodge
301,1154,Audiovisual,pooch
301,755,Audiovisual,jazz
301,1300,Audiovisual,null
301,1364,Audiovisual,nash
301,829,Audiovisual,sick
301,1389,Audiovisual,nab
301,1444,Audiovisual,sieve
301,1223,Audiovisual,cave
301,794,Audiovisual,rate
301,1082,Audiovisual,muff
301,1306,Audiovisual,your
301,1341,Audiovisual,loot
301,823,Audiovisual,gone
301,1059,Audiovisual,foil
301,1128,Audiovisual,fog
301,1295,Audiovisual,thus
301,819,Audiovisual,five
301,1034,Audiovisual,kin
301,775,Audiovisual,walk
301,846,Audiovisual,taught
301,1082,Audiovisual,some
301,688,Audiovisual,jog
301,1073,Audiovisual,bib
301,902,Audiovisual,time
301,1264,Audiovisual,kill
301,1256,Audiovisual,cape
301,1133,Audiovisual,gain
301,1284,Audiovisual,lamb
301,1198,Audiovisual,side
301,1087,Audiovisual,bath
301,1284,Audiovisual,mole
301,845,Audiovisual,mob
301,1373,Audiovisual,chirp
301,1080,Audiovisual,wren
301,1290,Audiovisual,like
301,912,Audiovisual,duke
301,1053,Audiovisual,game
301,1107,Audiovisual,rut
301,1119,Audiovisual,wort
301,760,Audiovisual,bomb
301,791,Audiovisual,leak
301,921,Audiovisual,fate
301,1053,Audiovisual,lobe
301,969,Audiovisual,mass
301,770,Audiovisual,kneel
301,573,Audiovisual,dime
301,853,Audiovisual,kite
301,929,Audiovisual,dawn
301,682,Audiovisual,gore
301,621,Audiovisual,sail
301,1058,Audiovisual,dash
301,762,Audiovisual,sock
301,899,Audiovisual,bar
301,1286,Audiovisual,cheek
301,1100,Audiovisual,mall
301,1051,Audiovisual,dig
301,1104,Audiovisual,mum
301,1047,Audiovisual,rag
301,1003,Audiovisual,talk
301,615,Audiovisual,fawn
301,929,Audiovisual,hair
301,699,Audiovisual,wool
301,820,Audiovisual,yen
301,1097,Audiovisual,choke
301,998,Audiovisual,bake
301,907,Audiovisual,shore
301,772,Audiovisual,siege
301,949,Audiovisual,botch
301,960,Audiovisual,wife
301,661,Audiovisual,dove
301,882,Audiovisual,shear
301,983,Audiovisual,pitch
301,1109,Audiovisual,raid
301,654,Audiovisual,height
301,535,Audiovisual,tout
301,1009,Audiovisual,ship
301,1100,Audiovisual,goose
301,1402,Audiovisual,neck
301,1035,Audiovisual,guide
301,991,Audiovisual,womb
301,761,Audiovisual,wrote
301,620,Audiovisual,birth
301,1018,Audiovisual,night
301,702,Audiovisual,line
301,974,Audiovisual,fake
301,1010,Audiovisual,wave
301,1066,Audiovisual,heed
301,612,Audiovisual,boat
301,1213,Audiovisual,vogue
301,946,Audiovisual,hose
301,624,Audiovisual,nose
301,1177,Audiovisual,cub
301,769,Audiovisual,same
301,699,Audiovisual,ref
301,957,Audiovisual,hoof
301,1030,Audiovisual,chalk
301,906,Audiovisual,ping
301,1138,Audiovisual,lab
301,643,Audiovisual,rear
301,1060,Audiovisual,tease
301,777,Audiovisual,bin
301,558,Audiovisual,peat
301,1081,Audiovisual,does
301,716,Audiovisual,doze
301,1299,Audiovisual,goon
301,1039,Audiovisual,hit
301,1179,Audiovisual,such
301,1068,Audiovisual,notch
301,1012,Audiovisual,tight
301,1162,Audiovisual,mitt
301,1200,Audiovisual,ridge
301,1200,Audiovisual,rang
301,958,Audiovisual,core
301,1249,Audiovisual,pouch
301,1074,Audiovisual,gel
301,1139,Audiovisual,hug
301,988,Audiovisual,town
301,1111,Audiovisual,cope
301,991,Audiovisual,latch
301,684,Audiovisual,face
301,756,Audiovisual,bush
301,1083,Audiovisual,bash
301,1040,Audiovisual,name
301,1007,Audiovisual,whale
301,1011,Audiovisual,guile
301,1043,Audiovisual,weed
301,948,Audiovisual,hall
301,921,Audiovisual,tech
301,783,Audiovisual,lace
301,749,Audiovisual,vine
301,997,Audiovisual,tub
301,1048,Audiovisual,wet
301,702,Audiovisual,seen
301,1118,Audiovisual,none
301,949,Audiovisual,beak
301,1003,Audiovisual,hutch
301,632,Audiovisual,tone
301,1060,Audiovisual,leave
302,1438,Audiovisual,ram
302,1047,Audiovisual,rot
302,1003,Audiovisual,have
302,1142,Audiovisual,rail
302,1035,Audiovisual,curve
302,678,Audiovisual,mouth
302,531,Audiovisual,tin
302,899,Audiovisual,serve
302,1015,Audiovisual,root
302,1399,Audiovisual,chug
302,889,Audiovisual,fizz
302,869,Audiovisual,choose
302,773,Audiovisual,sees
302,1509,Audiovisual,call
302,1482,Audiovisual,mauve
302,1118,Audiovisual,some
302,770,Audiovisual,wine
302,1297,Audiovisual,thus
302,1117,Audiovisual,foam
302,1103,Audiovisual,back
302,983,Audiovisual,teethe
302,694,Audiovisual,work
302,689,Audiovisual,foil
302,491,Audiovisual,whole
302,779,Audiovisual,five
302,688,Audiovisual,shell
302,1408,Audiovisual,fin
302,724,Audiovisual,woke
302,1145,Audiovisual,jab
302,989,Audiovisual,jog
302,1100,Audiovisual,rouge
302,580,Audiovisual,pose
302,1473,Audiovisual,loose
302,1622,Audiovisual,time
302,1114,Audiovisual,door
302,992,Audiovisual,bane
302,851,Audiovisual,dear
302,795,Audiovisual,mess
302,1062,Audiovisual,bad
302,798,Audiovisual,heat
302,1264,Audiovisual,muff
302,1072,Audiovisual,soil
302,1784,Audiovisual,pun
302,1019,Audiovisual,house
302,1149,Audiovisual,gear
302,989,Audiovisual,league
302,1408,Audiovisual,cape
302,1185,Audiovisual,rove
302,491,Audiovisual,hook
302,981,Audiovisual,newt
302,610,Audiovisual,bib
302,1307,Audiovisual,juice
302,1043,Audiovisual,less
302,801,Audiovisual,pooch
302,615,Audiovisual,sham
302,1073,Audiovisual,pipe
302,662,Audiovisual,wove
302,766,Audiovisual,ten
302,626,Audiovisual,hash
302,1214,Audiovisual,walk
302,1067,Audiovisual,sheet
302,838,Audiovisual,vase
302,1081,Audiovisual,mope
302,1513,Audiovisual,ditch
302,1439,Audiovisual,log
302,1013,Audiovisual,red
302,1041,Audiovisual,dab
302,874,Audiovisual,shot
302,1196,Audiovisual,fit
302,875,Audiovisual,kill
302,1134,Audiovisual,tube
302,754,Audiovisual,chef
302,1502,Audiovisual,null
302,1716,Audiovisual,hull
302,676,Audiovisual,them
302,514,Audiovisual,gong
302,445,Audiovisual,gone
302,396,Audiovisual,nab
302,987,Audiovisual,hung
302,1070,Audiovisual,nash
302,815,Audiovisual,rap
302,512,Audiovisual,known
302,694,Audiovisual,wire
302,941,Audiovisual,wrong
302,884,Audiovisual,dice
302,857,Audiovisual,tide
302,993,Audiovisual,fang
302,860,Audiovisual,shout
302,1275,Audiovisual,cough
302,1219,Audiovisual,fought
302,1018,Audiovisual,wade
302,846,Audiovisual,fog
302,1837,Audiovisual,pair
302,1157,Audiovisual,dot
302,1153,Audiovisual,hog
302,1071,Audiovisual,chum
302,529,Audiovisual,phone
302,1278,Audiovisual,did
302,1343,Audiovisual,sieve
302,748,Audiovisual,mop
302,694,Audiovisual,loot
302,1215,Audiovisual,life
302,782,Audiovisual,rate
302,1028,Audiovisual,died
302,1015,Audiovisual,bead
302,1008,Audiovisual,soothe
302,1107,Audiovisual,week
302,1014,Audiovisual,jock
302,946,Audiovisual,kin
302,1453,Audiovisual,shook
302,1319,Audiovisual,yak
302,1029,Audiovisual,year
302,1071,Audiovisual,tell
302,1324,Audiovisual,phase
302,1115,Audiovisual,ran
302,1134,Audiovisual,fight
302,1006,Audiovisual,voice
302,893,Audiovisual,burp
302,1234,Audiovisual,safe
302,1350,Audiovisual,gnat
302,613,Audiovisual,fief
302,1202,Audiovisual,thatch
302,1300,Audiovisual,jar
302,1269,Audiovisual,hill
302,833,Audiovisual,tap
302,1231,Audiovisual,rogue
302,703,Audiovisual,nape
302,975,Audiovisual,load
302,1209,Audiovisual,but
302,1168,Audiovisual,gnome
302,1322,Audiovisual,their
302,637,Audiovisual,pass
302,976,Audiovisual,thin
302,822,Audiovisual,hat
302,1280,Audiovisual,rich
302,1106,Audiovisual,fame
302,1426,Audiovisual,gob
302,1564,Audiovisual,pout
302,1228,Audiovisual,hush
302,945,Audiovisual,bus
302,1313,Audiovisual,shack
302,1295,Audiovisual,web
302,816,Audiovisual,rude
302,1712,Audiovisual,booth
302,1413,Audiovisual,big
302,932,Audiovisual,leg
302,791,Audiovisual,czar
302,1037,Audiovisual,save
302,658,Audiovisual,fed
302,651,Audiovisual,get
302,735,Audiovisual,math
302,710,Audiovisual,douse
302,853,Audiovisual,head
302,658,Audiovisual,got
302,963,Audiovisual,pick
302,839,Audiovisual,peace
302,1059,Audiovisual,veal
302,1177,Audiovisual,fetch
302,891,Audiovisual,use
302,1036,Audiovisual,cup
302,670,Audiovisual,south
302,1178,Audiovisual,hate
302,852,Audiovisual,lore
302,976,Audiovisual,verge
302,1342,Audiovisual,might
302,992,Audiovisual,pan
302,1239,Audiovisual,neat
302,1057,Audiovisual,pup
302,1406,Audiovisual,rise
302,1266,Audiovisual,hurt
302,1304,Audiovisual,louse
302,1170,Audiovisual,poise
302,1084,Audiovisual,mud
302,1109,Audiovisual,goof
302,1349,Audiovisual,vane
302,1238,Audiovisual,yam
302,802,Audiovisual,tote
302,1027,Audiovisual,knit
302,1135,Audiovisual,dock
302,950,Audiovisual,sauce
302,1121,Audiovisual,fire
302,1344,Audiovisual,ring
302,925,Audiovisual,lob
302,746,Audiovisual,catch
302,1087,Audiovisual,lime
302,1197,Audiovisual,jail
302,1233,Audiovisual,rack
302,1065,Audiovisual,hid
302,1099,Audiovisual,men
302,1092,Audiovisual,fuzz
302,1537,Audiovisual,lug
302,1627,Audiovisual,coat
302,1683,Audiovisual,putt
302,1203,Audiovisual,death
302,974,Audiovisual,beg
302,740,Audiovisual,peach
302,615,Audiovisual,peak
302,1143,Audiovisual,maze
302,1570,Audiovisual,miss
302,1092,Audiovisual,set
302,914,Audiovisual,tar
303,762,Audiovisual,vet
303,818,Audiovisual,fame
303,535,Audiovisual,dive
303,876,Audiovisual,rogue
303,1113,Audiovisual,set
303,660,Audiovisual,vane
303,1023,Audiovisual,men
303,815,Audiovisual,lug
303,939,Audiovisual,mail
303,816,Audiovisual,mud
303,583,Audiovisual,pop
303,1200,Audiovisual,gem
303,569,Audiovisual,hurt
303,519,Audiovisual,let
303,788,Audiovisual,cease
303,1335,Audiovisual,louse
303,890,Audiovisual,bit
303,1299,Audiovisual,south
303,495,Audiovisual,hate
303,564,Audiovisual,shook
303,875,Audiovisual,but
303,922,Audiovisual,verse
303,1151,Audiovisual,miss
303,759,Audiovisual,beg
303,1076,Audiovisual,year
303,1122,Audiovisual,tap
303,1070,Audiovisual,cup
303,951,Audiovisual,gab
303,610,Audiovisual,hush
303,579,Audiovisual,pup
303,864,Audiovisual,bus
303,1050,Audiovisual,save
303,568,Audiovisual,dock
303,741,Audiovisual,head
303,966,Audiovisual,chair
303,852,Audiovisual,moth
303,744,Audiovisual,fetch
303,770,Audiovisual,fern
303,1207,Audiovisual,yak
303,891,Audiovisual,lob
303,712,Audiovisual,douse
303,764,Audiovisual,use
303,871,Audiovisual,tar
303,985,Audiovisual,gall
303,896,Audiovisual,load
303,566,Audiovisual,caught
303,1017,Audiovisual,math
303,897,Audiovisual,lore
303,615,Audiovisual,hid
303,899,Audiovisual,dip
303,686,Audiovisual,shop
303,882,Audiovisual,rich
303,664,Audiovisual,neat
303,795,Audiovisual,home
303,1144,Audiovisual,ring
303,543,Audiovisual,gnat
303,908,Audiovisual,nape
303,711,Audiovisual,safe
303,1219,Audiovisual,might
303,978,Audiovisual,peace
303,751,Audiovisual,czar
303,1132,Audiovisual,tell
303,946,Audiovisual,maim
303,975,Audiovisual,base
303,939,Audiovisual,fief
303,814,Audiovisual,their
303,963,Audiovisual,bide
303,865,Audiovisual,ties
303,941,Audiovisual,hat
303,626,Audiovisual,bud
303,955,Audiovisual,bag
303,721,Audiovisual,death
303,757,Audiovisual,shack
303,665,Audiovisual,yam
303,735,Audiovisual,peach
303,673,Audiovisual,gob
303,590,Audiovisual,pass
303,788,Audiovisual,jar
303,976,Audiovisual,doug
303,698,Audiovisual,shin
303,1203,Audiovisual,rev
303,1095,Audiovisual,maze
303,791,Audiovisual,pout
303,702,Audiovisual,web
303,1057,Audiovisual,sauce
303,907,Audiovisual,goof
303,949,Audiovisual,gnome
